Id,PID,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,CentralAir,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,WoodDeckSF,ScreenPorch,GarageType_2Types,GarageType_Attchd,BsmtLivArea,MasVnrType_BrkFace,MSZoning_FV,LotConfig_CulDSac,LandContour_HLS,Heating_GasA,Condition,HouseStyle_1Story,RoofStyle_Hip,SaleType_COD,SaleType_New,SaleType_WD,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_MeadowV,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,RoofStyle_Othr,Foundation_Other,Exterior_BrkFace,Exterior_HdBoard,Exterior_Plywood,Exterior_WdSdng,SalePrice
1169,533215030,72.0,4538,9,5,2001,179.0,3,4,2,3,1310.0,1,1310,1.0,1,1,3,1,1,2.0,277,0,0,1,1004.0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,285000
1376,904351280,62.0,10106,5,7,1940,0.0,2,2,2,1,644.0,1,1355,1.0,4,2,2,1,0,0.0,140,0,0,0,532.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,127500
2503,533128030,57.0,13346,7,5,1992,0.0,3,3,2,1,1095.0,1,2295,1.0,4,1,3,1,1,2.0,0,0,0,1,728.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,268000
1987,902206270,57.0,9639,4,8,1900,0.0,2,2,2,1,1075.0,1,1798,0.0,4,1,2,1,0,2.0,0,0,0,0,0.0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,137000
1190,534129060,57.0,15387,7,7,1967,0.0,2,2,2,1,1620.0,1,1620,0.0,4,1,3,1,1,2.0,0,0,0,1,897.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,215000
1930,535300040,75.0,10050,5,5,1955,0.0,2,2,2,1,1216.0,1,1216,1.0,3,1,2,1,0,1.0,0,0,0,1,288.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,129500
2677,903231190,65.2,6240,5,4,1936,0.0,2,3,2,1,896.0,1,1344,0.0,3,1,2,1,0,1.0,200,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,115000
1256,535375160,45.0,7506,5,8,1925,0.0,2,2,2,1,747.0,1,1159,0.0,3,1,2,1,0,1.0,84,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,114000
2484,531478010,65.2,8900,4,4,1966,0.0,2,2,2,1,1056.0,1,1056,1.0,2,1,2,1,0,1.0,0,0,0,0,1056.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,107000
1253,535352080,80.0,8480,5,5,1947,0.0,2,2,2,1,832.0,1,1216,0.0,2,1,2,1,0,1.0,158,0,0,0,442.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,118500
1337,903227080,50.0,6000,6,7,1929,0.0,2,2,2,1,862.0,1,1158,0.0,3,1,2,1,1,1.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,120000
1788,528439040,74.0,8847,8,5,2005,148.0,3,3,2,3,1538.0,1,1538,1.0,3,1,3,1,0,2.0,146,0,0,1,769.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,260000
141,535152130,72.0,8050,5,5,1959,150.0,2,2,2,1,1143.0,1,1143,1.0,3,1,2,1,0,1.0,0,0,0,1,1018.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,136000
1669,527404140,70.0,8294,4,5,1971,0.0,2,2,2,1,858.0,1,872,0.0,3,1,2,1,0,4.0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,123000
1366,903458110,72.0,7920,6,7,1920,0.0,2,2,2,1,319.0,1,1406,0.0,3,1,1,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,89500
52,528218150,100.0,18494,6,5,2005,0.0,3,3,2,1,1324.0,1,1324,0.0,3,1,3,1,0,2.0,36,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,199500
1380,905104080,72.0,7162,5,7,1966,41.0,2,2,2,1,876.0,1,904,0.0,3,1,2,1,0,1.0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,109900
919,909257050,53.0,10918,7,9,1926,0.0,3,3,2,1,1276.0,1,2080,0.0,3,1,3,1,2,1.0,0,145,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,234000
2804,907290230,37.0,4435,6,5,2004,169.0,3,3,2,2,848.0,1,848,1.0,1,1,3,1,1,2.0,140,0,0,1,662.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,155900
782,905229040,65.2,11250,4,5,1957,0.0,2,2,2,3,1104.0,1,1788,1.0,5,1,2,0,2,1.0,120,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,161500
956,916176030,57.0,14375,6,6,1958,541.0,2,2,2,1,819.0,1,1344,0.0,3,1,3,1,1,2.0,0,233,0,0,465.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,137500
187,902401060,100.0,9045,5,3,1910,0.0,2,2,2,2,840.0,0,2256,0.0,4,2,1,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,76500
2074,905352180,97.0,10029,6,5,1988,268.0,3,3,2,1,1151.0,1,2060,0.0,4,1,2,1,1,2.0,0,192,0,1,831.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,211000
1039,527427110,34.0,4060,6,5,1998,0.0,3,3,2,1,1405.0,1,1337,1.0,2,1,3,1,0,2.0,144,0,0,1,266.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,181000
1210,534401130,82.0,9020,6,7,1966,183.0,2,2,2,4,1127.0,1,1165,1.0,3,1,2,1,0,2.0,0,0,0,1,851.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,174900
2710,905103140,96.0,11777,5,6,1966,97.0,2,2,2,3,1164.0,1,1320,1.0,3,1,2,1,2,2.0,160,0,0,1,879.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,164500
44,528138060,70.0,10171,7,5,2004,168.0,3,3,2,1,1517.0,1,1535,0.0,3,1,3,1,0,2.0,0,0,0,1,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,214000
1026,527354160,80.0,10400,7,6,1980,280.0,2,3,2,2,738.0,1,2044,0.0,3,1,2,0,1,2.0,28,0,0,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,185000
1343,903231080,52.0,6240,4,7,1929,0.0,2,2,2,1,704.0,1,1136,0.0,2,1,2,1,0,1.0,0,0,0,0,80.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,123000
2248,914452090,57.0,12150,6,6,1979,0.0,2,3,2,3,1001.0,1,1299,1.0,2,1,3,1,1,2.0,84,0,0,0,1001.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,183500
1849,533236040,24.0,2645,8,5,1999,456.0,3,3,2,1,776.0,1,1441,0.0,2,1,3,1,0,2.0,206,0,0,0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,174000
2076,905377020,72.0,22692,5,5,1953,0.0,2,2,2,1,1073.0,1,1630,0.0,3,1,2,0,1,2.0,0,0,0,0,587.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,130000
2641,902106040,60.0,9600,7,7,1925,0.0,2,2,3,1,728.0,1,1641,0.0,3,1,4,1,1,2.0,0,0,0,0,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,178000
5,527105010,74.0,13830,5,5,1997,0.0,2,3,2,1,928.0,1,1629,0.0,3,1,2,1,1,2.0,212,0,0,1,791.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,189900
878,907290180,65.2,4435,6,5,2003,170.0,3,3,2,3,848.0,1,848,1.0,1,1,3,1,0,2.0,140,0,0,1,685.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,144000
1548,910202100,76.5,5890,6,8,1930,0.0,3,2,2,3,816.0,1,816,0.0,2,1,2,1,0,1.0,0,0,0,0,538.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,120500
841,907135040,112.0,10859,5,5,1994,0.0,2,3,2,1,1097.0,1,1097,0.0,3,1,2,1,0,2.0,392,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,145000
1621,527126030,41.0,5330,8,5,2000,0.0,3,3,2,3,1494.0,1,1652,1.0,2,1,4,1,0,2.0,96,0,0,1,1196.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,251000
218,905101310,72.0,10778,4,5,1968,0.0,2,2,2,1,1768.0,0,1768,0.0,4,2,2,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,136500
1504,908204160,74.0,6845,4,5,1955,58.0,2,0,0,0,0.0,0,1152,0.0,2,2,2,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,82500
946,912251110,109.0,21780,2,4,1910,0.0,1,0,0,0,0.0,0,810,0.0,1,1,2,0,0,1.0,119,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,57625
455,528175050,80.0,10307,7,5,2007,176.0,3,3,2,1,1350.0,1,1358,1.0,2,1,3,1,1,2.0,192,0,0,1,876.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,212500
2906,923203090,32.0,4500,6,5,1998,116.0,2,4,2,1,1216.0,1,1216,1.0,2,1,2,1,0,2.0,0,0,0,1,897.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,164000
2878,910226060,75.0,9060,6,5,1957,327.0,2,2,2,1,967.0,1,1638,0.0,4,1,3,1,0,1.0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,139000
1173,533217050,24.0,2160,7,5,1999,212.0,3,3,2,1,600.0,1,1252,1.0,2,1,3,1,0,2.0,0,0,0,0,510.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,160000
985,923276260,70.0,7669,5,6,1992,0.0,2,3,2,3,828.0,1,883,1.0,2,1,2,1,1,2.0,100,0,0,0,828.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,149000
975,923225490,62.0,9858,5,6,1968,0.0,2,2,2,1,864.0,1,874,1.0,3,1,2,1,0,1.0,33,0,0,1,510.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,130000
202,903425110,50.0,10300,7,6,1921,0.0,2,2,2,1,576.0,1,1710,0.0,3,1,2,1,0,2.0,12,0,0,0,0.0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,140000
528,528480170,65.0,8125,8,5,2008,288.0,3,3,2,1,1836.0,1,1836,0.0,3,1,3,1,1,2.0,0,0,0,1,0.0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,264500
2579,535179050,69.0,14850,5,5,1957,0.0,2,2,2,1,1092.0,1,1092,1.0,2,1,2,1,1,1.0,268,122,0,1,895.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,141000
1841,533208040,35.0,4274,7,5,2006,0.0,3,3,2,1,1241.0,1,1241,1.0,1,1,3,1,0,2.0,0,0,0,1,1106.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,199900
591,534152120,80.0,9650,6,5,1977,360.0,2,3,2,1,1350.0,1,1334,0.0,2,1,2,1,1,2.0,0,0,0,1,686.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,167900
1897,534425080,57.0,14585,6,6,1960,85.0,2,2,2,1,1144.0,1,1429,0.0,3,1,3,1,2,2.0,216,0,0,1,813.0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,181900
70,528458110,75.0,9000,8,5,2008,36.0,3,3,2,3,1566.0,1,1566,1.0,3,1,3,1,0,2.0,144,0,0,1,1078.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,262500
590,534151120,72.0,13774,7,7,1977,283.0,2,3,2,1,908.0,1,2288,0.0,4,1,3,1,2,2.0,321,156,0,1,432.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,230000
1172,533215080,50.0,5119,9,5,1999,60.0,3,4,2,3,1698.0,1,1709,1.0,2,1,3,1,1,2.0,97,0,0,1,1238.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,328900
1714,528172070,71.0,9254,8,5,2005,210.0,3,3,2,1,1721.0,1,1721,1.0,3,1,3,1,0,2.0,168,0,0,1,119.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,232698
829,906380220,95.0,10324,8,5,2008,140.0,3,3,2,3,1254.0,1,1254,1.0,2,1,3,1,0,3.0,168,0,0,1,872.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,221800
1397,905227050,63.0,8375,5,7,1941,0.0,2,2,2,1,576.0,1,1350,1.0,2,1,3,0,0,3.0,0,0,1,0,336.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,152400
877,907290090,75.0,9750,7,5,2000,171.0,3,3,2,1,1630.0,1,1630,0.0,3,1,3,1,1,2.0,74,0,0,1,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,213000
2477,531376050,74.0,7632,7,5,2005,96.0,3,3,2,1,784.0,1,1585,0.0,3,1,3,1,0,2.0,100,0,0,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,184900
2871,909428110,90.0,15750,5,5,1953,56.0,2,2,2,2,1165.0,1,1336,1.0,2,1,2,1,2,1.0,0,0,0,1,841.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,157000
2489,532353030,72.0,9240,5,6,1962,0.0,2,2,2,1,864.0,1,1211,0.0,2,1,2,0,1,2.0,161,0,0,0,612.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,144000
1655,527354050,80.0,10400,6,5,1979,253.0,2,3,2,1,1259.0,1,1353,1.0,2,1,2,1,1,2.0,240,0,0,1,903.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,192350
1891,534401120,80.0,8800,7,6,1966,202.0,2,2,2,1,1174.0,1,1200,0.0,3,1,2,1,1,2.0,0,0,0,1,654.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,163500
1419,906204150,86.0,11839,7,5,1990,99.0,2,3,2,1,1475.0,1,2329,1.0,4,1,3,1,1,2.0,192,0,0,1,1085.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,262280
1473,907405020,70.0,9135,7,5,2002,113.0,3,3,2,3,1536.0,1,1536,1.0,3,1,3,1,0,2.0,192,0,0,1,810.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,214000
2868,909425120,90.0,14115,6,7,1956,0.0,2,2,2,1,1073.0,1,1811,0.0,2,1,4,1,1,2.0,0,0,0,1,843.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,230000
1695,528108160,109.0,14154,7,5,2006,350.0,3,4,3,1,1063.0,1,2172,0.0,3,1,3,1,1,3.0,192,0,0,1,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,280000
2244,911128010,65.0,6565,4,6,1957,0.0,2,2,2,1,1073.0,1,1073,1.0,3,1,2,1,0,2.0,0,0,0,0,967.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,140000
169,535477020,70.0,7700,6,5,1966,351.0,2,2,2,1,756.0,1,1839,0.0,4,1,2,1,1,2.0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,155000
2670,902456015,63.0,4761,3,3,1918,0.0,1,2,1,1,1020.0,0,1020,0.0,2,1,1,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,64500
247,906204230,87.0,12361,6,7,1993,85.0,3,3,2,1,946.0,1,1802,0.0,3,1,3,1,1,4.0,450,0,1,0,860.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,218000
2137,907200250,72.0,9720,5,7,1977,51.0,2,2,4,3,995.0,1,1009,0.0,3,1,2,1,1,2.0,0,0,0,0,755.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,160000
1794,528456190,72.0,8640,8,5,2007,0.0,3,3,2,1,1338.0,1,1338,0.0,3,1,3,1,0,2.0,0,0,0,1,24.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,208900
1498,908154080,123.0,47007,5,7,1959,0.0,2,0,0,0,0.0,1,3820,0.0,5,1,4,1,2,2.0,0,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,284700
1164,533212140,30.0,3180,7,5,2007,0.0,3,3,2,1,689.0,1,1392,0.0,2,1,3,1,0,2.0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,146000
1179,533250050,38.0,14963,8,5,1996,0.0,3,3,2,1,1260.0,1,1288,1.0,1,1,4,1,2,2.0,120,224,0,1,786.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,245500
1340,903228090,50.0,5000,6,7,1926,0.0,2,2,2,1,992.0,1,1013,0.0,3,1,2,1,0,1.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,113000
436,528116010,129.0,16870,8,5,2004,238.0,3,4,2,4,1782.0,1,1782,1.0,3,1,3,1,2,3.0,99,0,0,1,1531.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,296000
1636,527210060,86.0,14157,9,5,2005,200.0,3,4,2,4,1922.0,1,1922,1.0,3,1,3,1,1,3.0,178,0,0,1,1249.0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377426
421,528102040,96.0,12456,10,5,2006,230.0,4,4,2,4,1700.0,1,1718,1.0,3,1,4,1,1,3.0,216,0,0,1,1172.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,337500
457,528176030,100.0,14836,10,5,2004,730.0,4,4,2,4,2492.0,1,2492,1.0,2,1,4,1,1,3.0,226,0,0,1,2146.0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552000
2834,908225180,56.0,6956,4,7,1948,0.0,2,1,2,2,624.0,1,936,0.0,3,1,2,1,0,1.0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,97900
517,528456240,75.0,7862,6,5,2009,0.0,3,3,2,1,1218.0,1,1218,0.0,2,1,3,1,0,2.0,0,0,0,1,27.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,208300
1566,914467050,65.2,11050,7,5,1996,0.0,2,3,2,2,910.0,1,1820,0.0,3,1,3,1,1,3.0,318,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,213000
1439,907187030,57.0,8924,7,5,1998,0.0,2,3,2,3,880.0,1,1724,0.0,3,1,3,1,0,2.0,120,0,0,1,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,188000
2577,535177100,93.7,9610,6,6,1958,632.0,2,2,2,1,1121.0,1,1336,0.0,3,1,2,1,1,2.0,80,0,0,1,203.0,1,0,0,0,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,162000
2241,910205130,75.0,13710,5,5,1950,0.0,2,2,2,1,910.0,1,1558,0.0,4,1,2,1,0,1.0,289,0,0,1,420.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,152000
71,528477080,100.0,12552,7,5,2004,0.0,3,3,2,1,991.0,1,1947,0.0,3,1,3,1,1,2.0,0,0,0,1,222.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,254900
1143,531384030,43.0,14565,7,5,1994,145.0,3,3,2,3,832.0,1,1657,0.0,3,1,3,1,0,2.0,144,0,0,1,537.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,189000
